Transaction_Date,Transaction_Amount,Transaction_Category,Transaction_Type,Income_source,Merchant,Location,Current_Amount,Credit/Debit
27-05-2022,681.64,Savings and Investments,Checks,Business,Grocery Store,solapur,1263775.41,Credit
27-05-2022,833.8,Insurance,Checks,None,Coffee Shop,solapur,1262941.62,Debit
27-05-2022,898.85,Part-Time Work,Checks,Investments,Subscription Service,mumbai,1263840.47,Credit
28-05-2022,256.03,Annuities,Checks,Business,Electronics Store,thane,1264096.5,Credit
28-05-2022,494.53,Charitable Donations,Checks,None,Local Farmers' Market,solapur,1263601.97,Debit
28-05-2022,985.6,Consulting or Freelancing,Checks,Business,Travel Agency,satara,1264587.56,Credit
28-05-2022,925.74,Taxes,Mobile Payments,None,ATM Withdrawal,solapur,1263661.82,Debit
01-06-2022,337.09,Entertainment and Leisure,Mobile Payments,None,Rent Payment,satara,1263324.72,Debit
01-06-2022,995.59,Social Security,Mobile Payments,Investments,Utility Company,nagpur,1264320.31,Credit
01-06-2022,387.07,Charitable Donations,Mobile Payments,None,Bookstore,pune,1263933.24,Debit
01-06-2022,369.7,Miscellaneous Expenses,Debit Card,None,ATM Withdrawal,satara,1263563.54,Debit
02-06-2022,488.64,Debt Payments,Prepaid Debit Cards,None,Rent Payment,nagpur,1263074.91,Debit
02-06-2022,960.15,Annuities,Prepaid Debit Cards,Investments,Subscription Service,thane,1264035.06,Credit
02-06-2022,718.76,Miscellaneous Expenses,Mobile Payments,None,Rent Payment,solapur,1263316.29,Debit
02-06-2022,688.75,Pension Plans,Mobile Payments,Business,Restaurant,pune,1264005.04,Credit
02-06-2022,840.64,Debt Payments,Checks,None,ATM Withdrawal,solapur,1263164.4,Debit
03-06-2022,570.24,Charitable Donations,Prepaid Debit Cards,None,ATM Withdrawal,thane,1262594.16,Debit
03-06-2022,838.19,Pension Plans,Prepaid Debit Cards,Investments,Utility Company,solapur,1263432.35,Credit
03-06-2022,124.73,Debt Payments,Online Banking,None,Taxi Service,delhi,1263307.62,Debit
03-06-2022,514.94,Debt Payments,Online Banking,None,Coffee Shop,thane,1262792.68,Debit
04-06-2022,147.02,Charitable Donations,Debit Card,None,Rent Payment,mumbai,1262645.66,Debit
04-06-2022,280.08,Debt Payments,Checks,None,Coffee Shop,solapur,1262365.59,Debit
04-06-2022,999.38,Entertainment and Leisure,Mobile Payments,None,Gym Membership,solapur,1261366.21,Debit
05-06-2022,450.39,Part-Time Work,Mobile Payments,Business,Restaurant,nagpur,1261816.6,Credit
05-06-2022,657.73,Social Security,Mobile Payments,Business,Gas Station,thane,1262474.33,Credit
05-06-2022,425.15,Social Security,Mobile Payments,Other,Grocery Store,delhi,1262899.49,Credit
06-06-2022,202.43,Pension Plans,Mobile Payments,Investments,Restaurant,delhi,1263101.92,Credit
06-06-2022,109.78,Pension Plans,Mobile Payments,Investments,Travel Agency,nagpur,1263211.7,Credit
07-06-2022,635.72,Social Security,Mobile Payments,Investments,Utility Company,nagpur,1263847.41,Credit
07-06-2022,446.01,Entertainment and Leisure,Online Banking,None,Coffee Shop,nagpur,1263401.4,Debit
07-06-2022,686.26,Social Security,Online Banking,Other,Gas Station,pune,1264087.66,Credit
07-06-2022,457.9,Social Security,Online Banking,Business,Gas Station,nagpur,1264545.56,Credit
07-06-2022,623.07,Savings and Investments,Online Banking,Salary,Subscription Service,solapur,1265168.63,Credit
07-06-2022,989.65,Part-Time Work,Online Banking,Other,Restaurant,delhi,1266158.28,Credit
08-06-2022,100.87,Insurance,Prepaid Debit Cards,None,ATM Withdrawal,nagpur,1266057.42,Debit
08-06-2022,926.07,Savings and Investments,Prepaid Debit Cards,Salary,Subscription Service,pune,1266983.48,Credit
08-06-2022,750.04,Debt Payments,Checks,None,Local Farmers' Market,satara,1266233.44,Debit
08-06-2022,908.52,Insurance,Mobile Payments,None,Car Repair Shop,thane,1265324.92,Debit
08-06-2022,264.64,Social Security,Mobile Payments,Business,Travel Agency,thane,1265589.56,Credit
08-06-2022,431.42,Consulting or Freelancing,Mobile Payments,Other,Electronics Store,thane,1266020.98,Credit
09-06-2022,582.98,Social Security,Mobile Payments,Salary,Grocery Store,satara,1266603.96,Credit
09-06-2022,924.96,Charitable Donations,Debit Card,None,Bookstore,nagpur,1265679,Debit
09-06-2022,287.25,Annuities,Debit Card,Salary,Clothing Boutique,delhi,1265966.25,Credit
09-06-2022,39.6,Part-Time Work,Debit Card,Investments,Restaurant,delhi,1266005.85,Credit
10-06-2022,969.43,Charitable Donations,Debit Card,None,Gym Membership,delhi,1265036.42,Debit
10-06-2022,439.31,Savings and Investments,Debit Card,Salary,Subscription Service,mumbai,1265475.73,Credit
10-06-2022,465.41,Debt Payments,Checks,None,Local Farmers' Market,mumbai,1265010.32,Debit
11-06-2022,998.86,Miscellaneous Expenses,Debit Card,None,Taxi Service,thane,1264011.45,Debit
11-06-2022,608.63,Consulting or Freelancing,Debit Card,Salary,Grocery Store,thane,1264620.09,Credit
11-06-2022,664.4,Part-Time Work,Debit Card,Investments,Healthcare Provider,satara,1265284.49,Credit
12-06-2022,535.49,Consulting or Freelancing,Debit Card,Salary,Gas Station,satara,1265819.98,Credit
12-06-2022,918.79,Taxes,Debit Card,None,Rent Payment,thane,1264901.19,Debit
12-06-2022,874.1,Insurance,Debit Card,None,Local Farmers' Market,thane,1264027.09,Debit
12-06-2022,259.65,Part-Time Work,Debit Card,Investments,Grocery Store,delhi,1264286.74,Credit
13-06-2022,540.5,Debt Payments,Online Banking,None,Coffee Shop,solapur,1263746.24,Debit
13-06-2022,367.45,Charitable Donations,Mobile Payments,None,Coffee Shop,nagpur,1263378.79,Debit
13-06-2022,800.75,Charitable Donations,Prepaid Debit Cards,None,Local Farmers' Market,solapur,1262578.04,Debit
13-06-2022,85.87,Pension Plans,Prepaid Debit Cards,Investments,Subscription Service,thane,1262663.92,Credit
14-06-2022,794.29,Miscellaneous Expenses,Mobile Payments,None,ATM Withdrawal,delhi,1261869.63,Debit
14-06-2022,906.76,Personal Care,Debit Card,None,Gym Membership,delhi,1260962.87,Debit
14-06-2022,91.57,Miscellaneous Expenses,Debit Card,None,ATM Withdrawal,nagpur,1260871.3,Debit
14-06-2022,490.51,Taxes,Checks,None,Bookstore,solapur,1260380.79,Debit
15-06-2022,962.08,Miscellaneous Expenses,Mobile Payments,None,Coffee Shop,delhi,1259418.71,Debit
15-06-2022,546.75,Pension Plans,Mobile Payments,Business,Subscription Service,thane,1259965.46,Credit
16-06-2022,420.18,Part-Time Work,Mobile Payments,Business,Restaurant,mumbai,1260385.64,Credit
16-06-2022,858.47,Personal Care,Debit Card,None,Coffee Shop,delhi,1259527.17,Debit
16-06-2022,546.63,Consulting or Freelancing,Debit Card,Salary,Subscription Service,nagpur,1260073.8,Credit
16-06-2022,302.15,Entertainment and Leisure,Debit Card,None,Gym Membership,pune,1259771.65,Debit
17-06-2022,659.7,Personal Care,Online Banking,None,ATM Withdrawal,pune,1259111.94,Debit
17-06-2022,285.59,Insurance,Online Banking,None,Rent Payment,delhi,1258826.35,Debit
17-06-2022,949.93,Personal Care,Checks,None,Local Farmers' Market,satara,1257876.42,Debit
17-06-2022,447.46,Social Security,Checks,Salary,Subscription Service,nagpur,1258323.88,Credit
17-06-2022,742.31,Entertainment and Leisure,Prepaid Debit Cards,None,Bookstore,satara,1257581.57,Debit
17-06-2022,753.64,Savings and Investments,Prepaid Debit Cards,Other,Travel Agency,mumbai,1258335.21,Credit
18-06-2022,358.43,Part-Time Work,Prepaid Debit Cards,Investments,Healthcare Provider,thane,1258693.64,Credit
18-06-2022,503.85,Part-Time Work,Prepaid Debit Cards,Business,Electronics Store,mumbai,1259197.49,Credit
18-06-2022,347.9,Annuities,Prepaid Debit Cards,Investments,Gas Station,mumbai,1259545.39,Credit
19-06-2022,525.99,Savings and Investments,Prepaid Debit Cards,Business,Travel Agency,satara,1260071.38,Credit
19-06-2022,833.22,Part-Time Work,Prepaid Debit Cards,Salary,Restaurant,pune,1260904.6,Credit
19-06-2022,623.52,Social Security,Prepaid Debit Cards,Investments,Subscription Service,pune,1261528.12,Credit
20-06-2022,158.98,Consulting or Freelancing,Prepaid Debit Cards,Business,Restaurant,pune,1261687.1,Credit
20-06-2022,801.12,Pension Plans,Prepaid Debit Cards,Business,Subscription Service,nagpur,1262488.22,Credit
20-06-2022,302.71,Debt Payments,Checks,None,Bookstore,pune,1262185.51,Debit
20-06-2022,883.77,Social Security,Checks,Investments,Subscription Service,thane,1263069.29,Credit
20-06-2022,897.47,Personal Care,Debit Card,None,Bookstore,pune,1262171.82,Debit
21-06-2022,836.39,Taxes,Online Banking,None,Car Repair Shop,thane,1261335.43,Debit
21-06-2022,131.22,Taxes,Debit Card,None,Rent Payment,pune,1261204.21,Debit
21-06-2022,386.94,Taxes,Mobile Payments,None,Gym Membership,thane,1260817.27,Debit
21-06-2022,938.44,Miscellaneous Expenses,Prepaid Debit Cards,None,Coffee Shop,nagpur,1259878.83,Debit
21-06-2022,996.25,Insurance,Online Banking,None,Taxi Service,thane,1258882.57,Debit
21-06-2022,622.89,Personal Care,Prepaid Debit Cards,None,Local Farmers' Market,pune,1258259.68,Debit
22-06-2022,678.27,Taxes,Mobile Payments,None,Rent Payment,delhi,1257581.42,Debit
22-06-2022,246.22,Entertainment and Leisure,Online Banking,None,Local Farmers' Market,thane,1257335.2,Debit
23-06-2022,318.69,Savings and Investments,Online Banking,Business,Electronics Store,satara,1257653.88,Credit
23-06-2022,856.15,Personal Care,Prepaid Debit Cards,None,Car Repair Shop,nagpur,1256797.73,Debit
23-06-2022,506.8,Consulting or Freelancing,Prepaid Debit Cards,Other,Electronics Store,mumbai,1257304.53,Credit
23-06-2022,459.55,Entertainment and Leisure,Online Banking,None,ATM Withdrawal,pune,1256844.98,Debit
24-06-2022,52.16,Savings and Investments,Online Banking,Salary,Healthcare Provider,satara,1256897.14,Credit
24-06-2022,183.07,Insurance,Online Banking,None,Coffee Shop,satara,1256714.07,Debit
24-06-2022,940.71,Part-Time Work,Online Banking,Salary,Restaurant,thane,1257654.78,Credit
24-06-2022,81.19,Consulting or Freelancing,Online Banking,Salary,Grocery Store,solapur,1257735.97,Credit
24-06-2022,42.79,Miscellaneous Expenses,Prepaid Debit Cards,None,Coffee Shop,delhi,1257693.18,Debit
24-06-2022,368.93,Taxes,Checks,None,Gym Membership,pune,1257324.25,Debit
25-06-2022,239.34,Part-Time Work,Checks,Investments,Gas Station,solapur,1257563.59,Credit
25-06-2022,130,Debt Payments,Debit Card,None,Bookstore,pune,1257433.59,Debit
25-06-2022,389.22,Debt Payments,Checks,None,Local Farmers' Market,delhi,1257044.37,Debit
25-06-2022,538.6,Pension Plans,Checks,Business,Subscription Service,mumbai,1257582.97,Credit
25-06-2022,730.15,Entertainment and Leisure,Checks,None,Car Repair Shop,nagpur,1256852.82,Debit
25-06-2022,979.35,Debt Payments,Online Banking,None,Coffee Shop,solapur,1255873.47,Debit
26-06-2022,586.16,Charitable Donations,Online Banking,None,Bookstore,nagpur,1255287.31,Debit
26-06-2022,737.91,Annuities,Online Banking,Salary,Utility Company,mumbai,1256025.22,Credit
27-06-2022,753.95,Social Security,Online Banking,Salary,Clothing Boutique,satara,1256779.17,Credit
27-06-2022,362.59,Taxes,Mobile Payments,None,ATM Withdrawal,satara,1256416.58,Debit
27-06-2022,382.96,Part-Time Work,Mobile Payments,Salary,Restaurant,pune,1256799.54,Credit
28-06-2022,596.29,Savings and Investments,Mobile Payments,Salary,Utility Company,mumbai,1257395.83,Credit
28-06-2022,804.91,Debt Payments,Online Banking,None,Rent Payment,mumbai,1256590.93,Debit
28-06-2022,566.5,Consulting or Freelancing,Online Banking,Investments,Healthcare Provider,nagpur,1257157.42,Credit
28-06-2022,856.46,Miscellaneous Expenses,Prepaid Debit Cards,None,Gym Membership,pune,1256300.96,Debit
28-06-2022,410.9,Consulting or Freelancing,Prepaid Debit Cards,Investments,Subscription Service,solapur,1256711.86,Credit
01-07-2022,936.82,Insurance,Debit Card,None,Car Repair Shop,thane,1255775.04,Debit
01-07-2022,460.85,Entertainment and Leisure,Prepaid Debit Cards,None,Gym Membership,thane,1255314.19,Debit
01-07-2022,207.46,Taxes,Debit Card,None,Rent Payment,mumbai,1255106.74,Debit
01-07-2022,587.99,Taxes,Debit Card,None,Rent Payment,satara,1254518.75,Debit
01-07-2022,424.74,Miscellaneous Expenses,Checks,None,Gym Membership,thane,1254094.01,Debit
02-07-2022,710.86,Insurance,Mobile Payments,None,Taxi Service,thane,1253383.15,Debit
02-07-2022,221.83,Social Security,Mobile Payments,Business,Healthcare Provider,thane,1253604.98,Credit
03-07-2022,217.39,Insurance,Prepaid Debit Cards,None,Coffee Shop,thane,1253387.59,Debit
03-07-2022,211.88,Savings and Investments,Prepaid Debit Cards,Salary,Restaurant,thane,1253599.47,Credit
04-07-2022,132.2,Savings and Investments,Prepaid Debit Cards,Business,Healthcare Provider,nagpur,1253731.67,Credit
04-07-2022,18.32,Insurance,Prepaid Debit Cards,None,Coffee Shop,pune,1253713.35,Debit
04-07-2022,821.46,Part-Time Work,Prepaid Debit Cards,Salary,Gas Station,satara,1254534.82,Credit
04-07-2022,382.92,Savings and Investments,Prepaid Debit Cards,Business,Healthcare Provider,solapur,1254917.74,Credit
04-07-2022,292.86,Charitable Donations,Debit Card,None,Bookstore,delhi,1254624.89,Debit
05-07-2022,776.97,Entertainment and Leisure,Mobile Payments,None,Bookstore,nagpur,1253847.92,Debit
05-07-2022,924.56,Debt Payments,Checks,None,ATM Withdrawal,satara,1252923.36,Debit
05-07-2022,639.21,Pension Plans,Checks,Business,Subscription Service,mumbai,1253562.57,Credit
05-07-2022,355.87,Debt Payments,Online Banking,None,ATM Withdrawal,thane,1253206.7,Debit
06-07-2022,325.95,Personal Care,Prepaid Debit Cards,None,Rent Payment,mumbai,1252880.75,Debit
06-07-2022,17.51,Savings and Investments,Prepaid Debit Cards,Business,Utility Company,delhi,1252898.26,Credit
07-07-2022,247.59,Debt Payments,Mobile Payments,None,Rent Payment,nagpur,1252650.67,Debit
07-07-2022,851.53,Consulting or Freelancing,Mobile Payments,Salary,Healthcare Provider,solapur,1253502.2,Credit
07-07-2022,918.13,Part-Time Work,Mobile Payments,Investments,Grocery Store,thane,1254420.33,Credit
07-07-2022,641.27,Social Security,Mobile Payments,Business,Subscription Service,pune,1255061.6,Credit
08-07-2022,634.55,Taxes,Online Banking,None,Gym Membership,satara,1254427.05,Debit
08-07-2022,990.86,Charitable Donations,Debit Card,None,Bookstore,pune,1253436.18,Debit
09-07-2022,578.36,Pension Plans,Debit Card,Other,Electronics Store,mumbai,1254014.54,Credit
09-07-2022,461.89,Insurance,Checks,None,Local Farmers' Market,pune,1253552.65,Debit
09-07-2022,691.21,Miscellaneous Expenses,Mobile Payments,None,ATM Withdrawal,delhi,1252861.44,Debit
10-07-2022,925.49,Insurance,Debit Card,None,ATM Withdrawal,thane,1251935.95,Debit
10-07-2022,206.31,Consulting or Freelancing,Debit Card,Other,Grocery Store,nagpur,1252142.26,Credit
10-07-2022,410.17,Taxes,Checks,None,Car Repair Shop,pune,1251732.08,Debit
10-07-2022,877.94,Social Security,Checks,Business,Healthcare Provider,mumbai,1252610.03,Credit
10-07-2022,556.18,Savings and Investments,Checks,Investments,Gas Station,thane,1253166.2,Credit
10-07-2022,568.91,Charitable Donations,Checks,None,Car Repair Shop,delhi,1252597.29,Debit
11-07-2022,790.81,Entertainment and Leisure,Prepaid Debit Cards,None,Car Repair Shop,mumbai,1251806.48,Debit
11-07-2022,486.31,Annuities,Prepaid Debit Cards,Investments,Travel Agency,pune,1252292.79,Credit
12-07-2022,152.37,Savings and Investments,Prepaid Debit Cards,Other,Gas Station,pune,1252445.15,Credit
12-07-2022,195.96,Pension Plans,Prepaid Debit Cards,Investments,Restaurant,satara,1252641.12,Credit
12-07-2022,682.25,Annuities,Prepaid Debit Cards,Salary,Electronics Store,mumbai,1253323.37,Credit
12-07-2022,780.6,Consulting or Freelancing,Prepaid Debit Cards,Investments,Grocery Store,solapur,1254103.97,Credit
13-07-2022,102.59,Social Security,Prepaid Debit Cards,Business,Gas Station,thane,1254206.56,Credit
13-07-2022,603.03,Miscellaneous Expenses,Checks,None,Local Farmers' Market,nagpur,1253603.54,Debit
13-07-2022,807.68,Personal Care,Mobile Payments,None,Taxi Service,mumbai,1252795.86,Debit
13-07-2022,490.97,Consulting or Freelancing,Mobile Payments,Salary,Gas Station,satara,1253286.84,Credit
13-07-2022,518.82,Charitable Donations,Prepaid Debit Cards,None,ATM Withdrawal,pune,1252768.01,Debit
14-07-2022,937.15,Part-Time Work,Prepaid Debit Cards,Salary,Restaurant,pune,1253705.16,Credit
14-07-2022,894.16,Savings and Investments,Prepaid Debit Cards,Salary,Electronics Store,satara,1254599.32,Credit
14-07-2022,481.93,Insurance,Mobile Payments,None,Coffee Shop,satara,1254117.39,Debit
14-07-2022,799.64,Debt Payments,Online Banking,None,Rent Payment,nagpur,1253317.75,Debit
15-07-2022,591.6,Debt Payments,Online Banking,None,Local Farmers' Market,satara,1252726.15,Debit
15-07-2022,336.42,Consulting or Freelancing,Online Banking,Investments,Healthcare Provider,delhi,1253062.57,Credit
15-07-2022,725.07,Pension Plans,Online Banking,Other,Healthcare Provider,solapur,1253787.64,Credit
15-07-2022,556.44,Part-Time Work,Online Banking,Business,Restaurant,satara,1254344.07,Credit
15-07-2022,626.01,Taxes,Prepaid Debit Cards,None,Taxi Service,delhi,1253718.06,Debit
16-07-2022,491.73,Personal Care,Prepaid Debit Cards,None,Car Repair Shop,delhi,1253226.34,Debit
16-07-2022,593.08,Part-Time Work,Prepaid Debit Cards,Investments,Restaurant,thane,1253819.41,Credit
16-07-2022,40.77,Miscellaneous Expenses,Prepaid Debit Cards,None,Car Repair Shop,pune,1253778.65,Debit
16-07-2022,676.99,Taxes,Prepaid Debit Cards,None,Local Farmers' Market,delhi,1253101.65,Debit
16-07-2022,868.8,Insurance,Mobile Payments,None,Local Farmers' Market,nagpur,1252232.85,Debit
17-07-2022,101.26,Part-Time Work,Mobile Payments,Other,Utility Company,mumbai,1252334.11,Credit
17-07-2022,567.07,Consulting or Freelancing,Mobile Payments,Business,Clothing Boutique,solapur,1252901.18,Credit
17-07-2022,95.83,Savings and Investments,Mobile Payments,Other,Gas Station,delhi,1252997.01,Credit
17-07-2022,429.4,Charitable Donations,Mobile Payments,None,Rent Payment,thane,1252567.61,Debit
18-07-2022,405.92,Charitable Donations,Mobile Payments,None,Rent Payment,satara,1252161.68,Debit
18-07-2022,93.07,Charitable Donations,Mobile Payments,None,Bookstore,nagpur,1252068.61,Debit
18-07-2022,927.77,Personal Care,Debit Card,None,Car Repair Shop,mumbai,1251140.84,Debit
18-07-2022,248.75,Pension Plans,Debit Card,Business,Healthcare Provider,delhi,1251389.59,Credit
18-07-2022,332.14,Part-Time Work,Debit Card,Business,Subscription Service,nagpur,1251721.72,Credit
19-07-2022,683.52,Taxes,Online Banking,None,Rent Payment,delhi,1251038.2,Debit
19-07-2022,156.86,Savings and Investments,Online Banking,Salary,Electronics Store,mumbai,1251195.06,Credit
20-07-2022,725.71,Entertainment and Leisure,Mobile Payments,None,Gym Membership,mumbai,1250469.36,Debit
20-07-2022,469.28,Pension Plans,Mobile Payments,Salary,Gas Station,mumbai,1250938.64,Credit
20-07-2022,933.71,Savings and Investments,Mobile Payments,Investments,Travel Agency,mumbai,1251872.35,Credit
21-07-2022,411.22,Part-Time Work,Mobile Payments,Investments,Clothing Boutique,solapur,1252283.57,Credit
21-07-2022,912.35,Debt Payments,Checks,None,Rent Payment,satara,1251371.22,Debit
22-07-2022,375.28,Consulting or Freelancing,Checks,Investments,Electronics Store,mumbai,1251746.5,Credit
22-07-2022,730.21,Personal Care,Online Banking,None,Taxi Service,mumbai,1251016.29,Debit
22-07-2022,328.68,Part-Time Work,Online Banking,Investments,Grocery Store,nagpur,1251344.97,Credit
23-07-2022,545.13,Consulting or Freelancing,Online Banking,Business,Grocery Store,satara,1251890.09,Credit
23-07-2022,716.43,Social Security,Online Banking,Investments,Travel Agency,delhi,1252606.53,Credit
24-07-2022,702.14,Personal Care,Prepaid Debit Cards,None,Local Farmers' Market,solapur,1251904.39,Debit
24-07-2022,752.21,Annuities,Prepaid Debit Cards,Business,Electronics Store,thane,1252656.59,Credit
24-07-2022,525.79,Insurance,Online Banking,None,Gym Membership,pune,1252130.81,Debit
24-07-2022,878.73,Savings and Investments,Online Banking,Salary,Electronics Store,solapur,1253009.53,Credit
24-07-2022,884.49,Social Security,Online Banking,Business,Subscription Service,thane,1253894.03,Credit
25-07-2022,795.25,Taxes,Prepaid Debit Cards,None,Gym Membership,thane,1253098.78,Debit
25-07-2022,979,Consulting or Freelancing,Prepaid Debit Cards,Investments,Clothing Boutique,thane,1254077.77,Credit
25-07-2022,892.15,Social Security,Prepaid Debit Cards,Other,Electronics Store,delhi,1254969.92,Credit
25-07-2022,574.24,Miscellaneous Expenses,Checks,None,Rent Payment,nagpur,1254395.69,Debit
25-07-2022,631.46,Personal Care,Online Banking,None,Bookstore,thane,1253764.23,Debit
25-07-2022,24.22,Entertainment and Leisure,Checks,None,Bookstore,satara,1253740.01,Debit
26-07-2022,934.08,Savings and Investments,Checks,Business,Subscription Service,nagpur,1254674.09,Credit
26-07-2022,412.26,Charitable Donations,Checks,None,Coffee Shop,delhi,1254261.83,Debit
27-07-2022,999.98,Charitable Donations,Prepaid Debit Cards,None,Car Repair Shop,delhi,1253261.84,Debit
27-07-2022,624.4,Part-Time Work,Prepaid Debit Cards,Business,Gas Station,mumbai,1253886.24,Credit
28-07-2022,70.95,Savings and Investments,Prepaid Debit Cards,Salary,Utility Company,mumbai,1253957.2,Credit
28-07-2022,526.79,Pension Plans,Prepaid Debit Cards,Business,Gas Station,solapur,1254483.99,Credit
28-07-2022,416.75,Charitable Donations,Online Banking,None,ATM Withdrawal,thane,1254067.24,Debit
28-07-2022,364.79,Miscellaneous Expenses,Checks,None,Gym Membership,satara,1253702.45,Debit
28-07-2022,920.88,Consulting or Freelancing,Checks,Salary,Clothing Boutique,mumbai,1254623.33,Credit
01-08-2022,772.55,Savings and Investments,Checks,Investments,Clothing Boutique,mumbai,1255395.88,Credit
01-08-2022,743.62,Savings and Investments,Checks,Business,Grocery Store,thane,1256139.5,Credit
01-08-2022,381.72,Savings and Investments,Checks,Salary,Restaurant,pune,1256521.22,Credit
01-08-2022,812.09,Social Security,Checks,Investments,Subscription Service,nagpur,1257333.3,Credit
02-08-2022,811.63,Consulting or Freelancing,Checks,Salary,Clothing Boutique,pune,1258144.93,Credit
02-08-2022,65.17,Debt Payments,Mobile Payments,None,Taxi Service,delhi,1258079.76,Debit
02-08-2022,510.78,Consulting or Freelancing,Mobile Payments,Salary,Travel Agency,solapur,1258590.54,Credit
02-08-2022,836.12,Annuities,Mobile Payments,Business,Clothing Boutique,nagpur,1259426.66,Credit
03-08-2022,902.69,Entertainment and Leisure,Online Banking,None,Taxi Service,solapur,1258523.98,Debit
03-08-2022,540.03,Charitable Donations,Checks,None,ATM Withdrawal,nagpur,1257983.94,Debit
03-08-2022,244.5,Annuities,Checks,Other,Clothing Boutique,mumbai,1258228.44,Credit
03-08-2022,392.3,Entertainment and Leisure,Online Banking,None,Local Farmers' Market,nagpur,1257836.14,Debit
04-08-2022,205.76,Miscellaneous Expenses,Online Banking,None,Local Farmers' Market,satara,1257630.38,Debit
04-08-2022,89.1,Charitable Donations,Debit Card,None,Taxi Service,satara,1257541.28,Debit
05-08-2022,464.23,Pension Plans,Debit Card,Investments,Grocery Store,pune,1258005.51,Credit
05-08-2022,840.41,Taxes,Checks,None,Bookstore,pune,1257165.1,Debit
05-08-2022,432.91,Insurance,Prepaid Debit Cards,None,Coffee Shop,satara,1256732.18,Debit
05-08-2022,97.54,Personal Care,Prepaid Debit Cards,None,Rent Payment,thane,1256634.64,Debit
05-08-2022,483.88,Personal Care,Prepaid Debit Cards,None,Local Farmers' Market,nagpur,1256150.76,Debit
05-08-2022,882.99,Consulting or Freelancing,Prepaid Debit Cards,Investments,Utility Company,delhi,1257033.75,Credit
06-08-2022,896.06,Miscellaneous Expenses,Debit Card,None,Local Farmers' Market,solapur,1256137.69,Debit
06-08-2022,170.61,Pension Plans,Debit Card,Investments,Electronics Store,delhi,1256308.3,Credit
06-08-2022,158.81,Personal Care,Online Banking,None,Local Farmers' Market,thane,1256149.49,Debit
07-08-2022,427.47,Charitable Donations,Online Banking,None,Local Farmers' Market,thane,1255722.02,Debit
07-08-2022,839.39,Pension Plans,Online Banking,Salary,Utility Company,satara,1256561.41,Credit
07-08-2022,377.69,Pension Plans,Online Banking,Salary,Healthcare Provider,pune,1256939.1,Credit
07-08-2022,688.2,Part-Time Work,Online Banking,Salary,Restaurant,satara,1257627.3,Credit
08-08-2022,467.13,Debt Payments,Online Banking,None,Car Repair Shop,thane,1257160.17,Debit
08-08-2022,495.63,Savings and Investments,Online Banking,Business,Restaurant,solapur,1257655.79,Credit
08-08-2022,544.52,Pension Plans,Online Banking,Salary,Grocery Store,nagpur,1258200.32,Credit
08-08-2022,210.22,Consulting or Freelancing,Online Banking,Business,Clothing Boutique,nagpur,1258410.54,Credit
08-08-2022,619.68,Miscellaneous Expenses,Debit Card,None,ATM Withdrawal,thane,1257790.86,Debit
09-08-2022,960.7,Annuities,Debit Card,Other,Grocery Store,thane,1258751.56,Credit
09-08-2022,878.56,Insurance,Checks,None,Car Repair Shop,thane,1257873,Debit
09-08-2022,793.44,Debt Payments,Debit Card,None,Local Farmers' Market,satara,1257079.56,Debit
09-08-2022,987.15,Part-Time Work,Debit Card,Other,Clothing Boutique,pune,1258066.71,Credit
09-08-2022,276.71,Savings and Investments,Debit Card,Business,Utility Company,mumbai,1258343.42,Credit
10-08-2022,122.27,Annuities,Debit Card,Other,Clothing Boutique,delhi,1258465.7,Credit
10-08-2022,875.36,Taxes,Prepaid Debit Cards,None,Gym Membership,pune,1257590.33,Debit
10-08-2022,692.03,Personal Care,Mobile Payments,None,Taxi Service,nagpur,1256898.31,Debit
10-08-2022,644.59,Debt Payments,Checks,None,Local Farmers' Market,delhi,1256253.71,Debit
11-08-2022,271.12,Annuities,Checks,Salary,Subscription Service,solapur,1256524.84,Credit
11-08-2022,573.38,Part-Time Work,Checks,Salary,Travel Agency,pune,1257098.22,Credit
11-08-2022,234.25,Pension Plans,Checks,Business,Clothing Boutique,solapur,1257332.47,Credit
11-08-2022,547.79,Annuities,Checks,Investments,Restaurant,pune,1257880.26,Credit
11-08-2022,502.83,Debt Payments,Mobile Payments,None,Local Farmers' Market,satara,1257377.43,Debit
12-08-2022,633.11,Social Security,Mobile Payments,Salary,Gas Station,pune,1258010.53,Credit
12-08-2022,215.24,Taxes,Checks,None,Local Farmers' Market,solapur,1257795.29,Debit
12-08-2022,562.4,Taxes,Mobile Payments,None,Car Repair Shop,satara,1257232.9,Debit
12-08-2022,204.64,Social Security,Mobile Payments,Business,Restaurant,solapur,1257437.54,Credit
13-08-2022,687.48,Social Security,Mobile Payments,Other,Travel Agency,nagpur,1258125.02,Credit
13-08-2022,879.05,Debt Payments,Checks,None,ATM Withdrawal,nagpur,1257245.98,Debit
13-08-2022,798.77,Social Security,Checks,Investments,Grocery Store,pune,1258044.74,Credit
14-08-2022,55.12,Pension Plans,Checks,Salary,Electronics Store,mumbai,1258099.87,Credit
14-08-2022,184.42,Taxes,Mobile Payments,None,Gym Membership,solapur,1257915.45,Debit
14-08-2022,204.37,Pension Plans,Mobile Payments,Salary,Healthcare Provider,solapur,1258119.82,Credit
15-08-2022,29.29,Charitable Donations,Online Banking,None,ATM Withdrawal,pune,1258090.53,Debit
15-08-2022,623.11,Social Security,Online Banking,Business,Gas Station,pune,1258713.65,Credit
